_3eme_filles;qp_a_proximite_o_n;nb_candidats_g;taux_de_reussite_g;nb_mentions_tb_g;taux_d_acces_6eme_3eme
22;Hors QP         ;35;80.0;7;96.0
27;Hors QP         ;53;77.0;10;92.0
27;Hors QP         ;55;73.0;12;92.0
127;Dans QP+200-300m;209;93.0;106;92.0
127;Dans QP+200-300m;211;97.0;105;90.0
55;Hors QP         ;122;76.0;22;85.0
55;Hors QP         ;139;72.0;35;87.0
47;Hors QP         ;90;87.0;22;88.0
47;Hors QP         ;94;81.0;21;89.0
73;Dans QP         ;175;71.0;38;90.0
73;Dans QP         ;147;83.0;48;85.0
90;Hors QP         ;148;86.0;34;97.0
90;Hors QP         ;192;79.0;42;96.0
45;Hors QP         ;93;77.0;16;85.0
45;Hors QP         ;92;93.0;28;93.0
89;Dans QP+200m    ;116;89.0;17;83.0
89;Dans QP+200m    ;151;87.0;39;91.0
68;Dans QP+200m    ;123;76.0;19;86.0
68;Dans QP+200m    ;107;82.0;26;85.0
87;Dans QP+200-300m;194;85.0;46;88.0
87;Dans QP+200-300m;167;86.0;43;89.0
33;Hors QP         ;87;80.0;16;85.0
33;Hors QP         ;45;62.0;4;87.0
49;Dans QP+200m    ;94;89.0;25;84.0
49;Dans QP+200m    ;81;83.0;15;77.0
38;Hors QP         ;43;84.0;14;90.0
38;Hors QP         ;53;96.0;11;90.0
27;Hors QP         ;41;88.0;1;86.0
27;Hors QP         ;35;97.0;12;95.0
56;Hors QP         ;94;82.0;19;89.0
56;Hors QP         ;81;78.0;9;89.0
58;Dans QP+200-300m;118;89.0;33;92.0
58;Dans QP+200-300m;107;80.0;15;89.0
78;Dans QP+200m    ;115;88.0;21;89.0
78;Dans QP+200m    ;119;71.0;21;87.0
29;Dans QP+200m    ;98;82.0;26;86.0
29;Dans QP+200m    ;88;82.0;23;84.0
80;Dans QP+200-300m;159;86.0;32;90.0
80;Dans QP+200-300m;168;87.0;31;86.0
65;Dans QP         ;105;92.0;30;95.0
65;Dans QP         ;115;90.0;30;93.0
70;Dans QP+200m    ;136;83.0;27;92.0
70;Dans QP+200m    ;108;72.0;11;90.0
77;Dans QP         ;112;84.0;33;90.0
77;Dans QP         ;106;84.0;19;89.0
78;Dans QP+200m    ;178;87.0;47;90.0
78;Dans QP+200m    ;170;92.0;54;89.0
30;Dans QP         ;85;78.0;6;84.0
30;Dans QP         ;66;79.0;8;82.0
62;Dans QP         ;117;79.0;26;82.0
62;Dans QP         ;103;87.0;28;84.0
47;Dans QP+200m    ;99;79.0;16;90.0
47;Dans QP+200m    ;77;84.0;21;88.0
57;Hors QP         ;70;79.0;6;85.0
57;Hors QP         ;66;97.0;15;86.0
51;Hors QP         ;75;80.0;16;91.0
51;Hors QP         ;66;79.0;20;86.0
44;Hors QP         ;76;87.0;21;83.0
44;Hors QP         ;72;86.0;22;83.0
55;Dans QP+200-300m;81;88.0;19;84.0
55;Dans QP+200-300m;117;84.0;29;93.0
88;Dans QP         ;100;96.0;29;93.0
88;Dans QP         ;105;94.0;27;90.0
82;Dans QP         ;90;93.0;18;81.0
82;Dans QP         ;97;91.0;35;81.0
41;Dans QP+200-300m;73;78.0;15;86.0
41;Dans QP+200-300m;82;87.0;17;86.0
90;Dans QP+200m    ;90;82.0;18;94.0
90;Dans QP+200m    ;108;80.0;13;91.0
59;Dans QP+200m    ;83;77.0;27;86.0
59;Dans QP+200m    ;101;70.0;18;81.0
46;Hors QP         ;102;89.0;14;92.0
46;Hors QP         ;119;92.0;25;96.0
62;Dans QP+200-300m;87;80.0;22;87.0
62;Dans QP+200-300m;89;78.0;8;76.0
53;Dans QP+200m    ;76;88.0;19;86.0
53;Dans QP+200m    ;83;86.0;16;89.0
58;Dans QP+200m    ;78;81.0;23;88.0
58;Dans QP+200m    ;98;87.0;33;86.0
60;Dans QP         ;100;89.0;32;88.0
60;Dans QP         ;112;76.0;19;92.0
41;Dans QP         ;93;67.0;16;74.0
41;Dans QP         ;92;74.0;16;86.0
39;Dans QP+200-300m;69;91.0;12;90.0
39;Dans QP+200-300m;72;82.0;17;76.0
42;Hors QP         ;63;79.0;14;87.0
42;Hors QP         ;67;88.0;15;87.0
92;Hors QP         ;157;89.0;41;96.0
92;Hors QP         ;154;84.0;27;94.0
60;Dans QP+200m    ;136;88.0;30;93.0
60;Dans QP+200m    ;126;90.0;40;92.0
54;Dans QP+200m    ;85;87.0;8;84.0
54;Dans QP+200m    ;77;90.0;7;80.0
78;Dans QP+200m    ;101;72.0;18;88.0
78;Dans QP+200m    ;102;73.0;6;87.0
71;Dans QP         ;107;83.0;17;88.0
71;Dans QP         ;120;78.0;8;84.0
56;Dans QP         ;101;79.0;12;80.0
56;Dans QP         ;92;65.0;5;87.0
54;Dans QP+200-300m;100;97.0;42;94.0
54;Dans QP+200-300m;111;93.0;45;91.0
41;Dans QP+200-300m;83;90.0;12;86.0
41;Dans QP+200-300m;86;77.0;23;85.0
34;Dans QP+200m    ;61;82.0;7;89.0
34;Dans QP+200m    ;67;88.0;11;83.0
77;Dans QP+200-300m;151;94.0;43;87.0
77;Dans QP+200-300m;125;90.0;32;94.0
91;Hors QP         ;121;83.0;39;89.0
91;Hors QP         ;112;92.0;27;92.0
30;Hors QP         ;111;77.0;28;85.0
30;Hors QP         ;81;74.0;9;86.0
75;Hors QP         ;121;87.0;10;94.0
75;Hors QP         ;140;73.0;11;88.0
114;Hors QP         ;168;88.0;12;88.0
114;Hors QP         ;159;84.0;13;86.0
66;Hors QP         ;128;88.0;16;85.0
66;Hors QP         ;117;84.0;19;87.0
45;Hors QP         ;103;73.0;12;83.0
45;Hors QP         ;117;81.0;12;88.0
63;Dans QP         ;111;83.0;35;80.0
63;Dans QP         ;109;79.0;32;87.0
59;Dans QP+200m    ;94;80.0;18;91.0
59;Dans QP+200m    ;82;90.0;21;95.0
77;Dans QP+200-300m;142;84.0;24;92.0
77;Dans QP+200-300m;140;97.0;41;93.0
87;Hors QP         ;149;82.0;26;91.0
87;Hors QP         ;134;76.0;31;89.0
61;Dans QP+200m    ;132;77.0;31;96.0
61;Dans QP+200m    ;131;83.0;35;90.0
104;Hors QP         ;207;71.0;23;93.0
104;Hors QP         ;217;82.0;25;90.0
79;Hors QP         ;125;64.0;11;86.0
79;Hors QP         ;113;70.0;22;89.0
53;Dans QP+200m    ;92;87.0;21;91.0
53;Dans QP+200m    ;97;81.0;26;91.0
66;Dans QP+200-300m;163;82.0;43;92.0
66;Dans QP+200-300m;144;88.0;47;92.0
59;Dans QP+200m    ;148;82.0;30;84.0
59;Dans QP+200m    ;142;80.0;34;87.0
94;Dans QP+200m    ;155;90.0;38;95.0
94;Dans QP+200m    ;142;79.0;25;90.0
73;Dans QP+200m    ;108;69.0;16;86.0
73;Dans QP+200m    ;113;74.0;20;90.0
64;Dans QP+200m    ;101;84.0;17;93.0
64;Dans QP+200m    ;145;79.0;29;94.0
66;Dans QP+200m    ;166;78.0;37;86.0
66;Dans QP+200m    ;160;83.0;59;90.0
25;Hors QP         ;97;84.0;12;96.0
25;Hors QP         ;95;83.0;14;93.0
43;Dans QP+200m    ;63;75.0;7;75.0
43;Dans QP+200m    ;82;79.0;15;79.0
92;Dans QP+200-300m;186;82.0;55;91.0
92;Dans QP+200-300m;193;84.0;60;87.0
64;Dans QP+200m    ;66;77.0;16;82.0
64;Dans QP+200m    ;69;86.0;15;83.0
67;Dans QP+200-300m;102;76.0;12;90.0
67;Dans QP+200-300m;129;71.0;9;92.0
78;Dans QP+200m    ;156;73.0;30;92.0
78;Dans QP+200m    ;160;85.0;35;85.0
71;Dans QP+200m    ;115;69.0;9;95.0
71;Dans QP+200m    ;122;85.0;17;92.0
67;Dans QP+200m    ;126;83.0;26;89.0
67;Dans QP+200m    ;108;87.0;29;90.0
83;Dans QP+200m    ;125;90.0;15;85.0
83;Dans QP+200m    ;145;81.0;29;86.0
95;Hors QP         ;168;71.0;14;85.0
95;Hors QP         ;187;77.0;16;79.0
73;Dans QP+200m    ;88;73.0;10;91.0
73;Dans QP+200m    ;86;95.0;15;92.0
105;Dans QP+200m    ;153;78.0;32;93.0
105;Dans QP+200m    ;159;88.0;48;95.0
77;Dans QP+200-300m;97;93.0;33;91.0
77;Dans QP+200-300m;116;87.0;30;92.0
53;Dans QP+200m    ;112;88.0;24;92.0
53;Dans QP+200m    ;96;81.0;29;89.0
39;Hors QP         ;61;92.0;19;95.0
39;Hors QP         ;57;93.0;3;93.0
36;Dans QP         ;70;74.0;10;87.0
36;Dans QP         ;62;76.0;10;83.0
80;Hors QP         ;136;96.0;39;92.0
80;Hors QP         ;147;97.0;36;89.0
28;Hors QP         ;59;73.0;10;83.0
28;Hors QP         ;60;75.0;8;93.0
110;Dans QP+200m    ;195;85.0;55;96.0
110;Dans QP+200m    ;183;85.0;41;92.0
74;Hors QP         ;93;77.0;22;88.0
74;Hors QP         ;103;85.0;16;93.0
73;Dans QP         ;108;72.0;29;80.0
73;Dans QP         ;122;69.0;22;79.0
88;Hors QP         ;152;82.0;35;91.0
88;Hors QP         ;183;83.0;27;93.0
49;Dans QP+200m    ;88;69.0;8;91.0
49;Dans QP+200m    ;90;73.0;12;94.0
56;Hors QP         ;118;79.0;13;95.0
56;Hors QP         ;104;77.0;12;92.0
56;Dans QP+200m    ;106;72.0;17;83.0
56;Dans QP+200m    ;103;75.0;30;92.0
48;Dans QP         ;75;89.0;11;83.0
48;Dans QP         ;71;83.0;11;89.0
66;Dans QP         ;87;91.0;16;92.0
66;Dans QP         ;89;62.0;8;94.0
49;Hors QP         ;97;84.0;12;96.0
49;Hors QP         ;95;83.0;14;93.0
85;Dans QP+200-300m;186;82.0;55;91.0
85;Dans QP+200-300m;193;84.0;60;87.0
36;Dans QP+200m    ;80;85.0;22;80.0
36;Dans QP+200m    ;106;79.0;11;91.0
43;Dans QP+200-300m;102;76.0;12;90.0
43;Dans QP+200-300m;129;71.0;9;92.0
68;Dans QP+200m    ;165;67.0;17;94.0
68;Dans QP+200m    ;158;84.0;20;94.0
65;Dans QP+200m    ;102;79.0;20;89.0
65;Dans QP+200m    ;87;87.0;3;87.0
43;Hors QP         ;61;87.0;11;83.0
43;Hors QP         ;73;75.0;7;86.0
74;Dans QP+200-300m;149;89.0;22;90.0
74;Dans QP+200-300m;151;79.0;17;87.0
39;Dans QP         ;60;67.0;4;89.0
39;Dans QP         ;62;63.0;4;77.0
36;Dans QP+200m    ;51;75.0;5;91.0
36;Dans QP+200m    ;52;73.0;5;91.0
48;Dans QP         ;73;82.0;8;91.0
48;Dans QP         ;80;74.0;13;86.0
67;Dans QP+200-300m;88;83.0;20;93.0
67;Dans QP+200-300m;89;88.0;22;91.0
54;Hors QP         ;103;84.0;22;94.0
54;Hors QP         ;103;90.0;23;94.0
57;Hors QP         ;68;100.0;17;81.0
57;Hors QP         ;63;98.0;6;91.0
43;Dans QP         ;53;89.0;6;90.0
43;Dans QP         ;73;88.0;7;96.0
46;Hors QP         ;81;94.0;21;94.0
46;Hors QP         ;95;86.0;13;91.0
59;Hors QP         ;92;85.0;21;91.0
59;Hors QP         ;83;92.0;20;95.0
92;Dans QP+200m    ;167;85.0;34;91.0
92;Dans QP+200m    ;151;79.0;15;90.0
85;Hors QP         ;124;92.0;35;93.0
85;Hors QP         ;157;88.0;33;92.0
65;Dans QP+200m    ;119;91.0;18;92.0
65;Dans QP+200m    ;127;92.0;20;94.0
60;Hors QP         ;99;80.0;21;93.0
60;Hors QP         ;108;90.0;29;93.0
33;Hors QP         ;48;81.0;5;93.0
33;Hors QP         ;48;98.0;13;90.0
49;Dans QP+200m    ;63;94.0;6;92.0
49;Dans QP+200m    ;51;94.0;10;84.0
88;Dans QP+200-300m;145;83.0;19;89.0
88;Dans QP+200-300m;137;80.0;32;93.0
51;Dans QP         ;74;96.0;7;81.0
51;Dans QP         ;88;80.0;8;84.0
63;Dans QP+200m    ;111;94.0;22;94.0
63;Dans QP+200m    ;107;98.0;33;93.0
56;Dans QP         ;115;77.0;7;88.0
56;Dans QP         ;146;73.0;23;93.0
56;Dans QP+200m    ;115;77.0;24;94.0
56;Dans QP+200m    ;107;76.0;25;88.0
77;Dans QP+200m    ;171;82.0;28;90.0
77;Dans QP+200m    ;146;87.0;19;94.0
66;Dans QP         ;134;75.0;26;86.0
66;Dans QP         ;84;81.0;12;86.0
64;Dans QP+200m    ;133;83.0;23;94.0
64;Dans QP+200m    ;150;91.0;35;92.0
64;Dans QP+200m    ;118;82.0;10;89.0
64;Dans QP+200m    ;140;85.0;11;89.0
79;Dans QP         ;174;80.0;28;95.0
79;Dans QP         ;176;73.0;16;90.0
66;Dans QP+200-300m;157;75.0;22;93.0
66;Dans QP+200-300m;126;76.0;16;91.0
110;Dans QP+200m    ;200;86.0;49;94.0
110;Dans QP+200m    ;179;85.0;51;94.0
96;Dans QP+200m    ;154;84.0;26;91.0
96;Dans QP+200m    ;150;87.0;14;91.0
104;Dans QP+200m    ;179;82.0;45;91.0
104;Dans QP+200m    ;158;76.0;21;92.0
71;Dans QP+200m    ;135;73.0;9;89.0
71;Dans QP+200m    ;143;92.0;39;90.0
89;Dans QP+200m    ;132;85.0;28;86.0
89;Dans QP+200m    ;156;86.0;23;87.0
93;Dans QP+200-300m;173;87.0;43;92.0
93;Dans QP+200-300m;180;78.0;37;90.0
61;Dans QP+200m    ;140;88.0;34;89.0
61;Dans QP+200m    ;130;84.0;15;91.0
57;Dans QP+200-300m;96;90.0;8;95.0
57;Dans QP+200-300m;74;91.0;18;92.0
64;Dans QP         ;135;81.0;22;93.0
64;Dans QP         ;126;84.0;19;85.0
77;Dans QP+200m    ;147;86.0;18;90.0
77;Dans QP+200m    ;183;92.0;45;91.0
57;Dans QP         ;106;81.0;18;83.0
57;Dans QP         ;98;87.0;13;85.0
101;Hors QP         ;151;79.0;19;93.0
101;Hors QP         ;179;85.0;14;93.0
107;Dans QP+200-300m;206;87.0;36;94.0
107;Dans QP+200-300m;208;89.0;40;94.0
57;Dans QP+200m    ;127;77.0;12;89.0
57;Dans QP+200m    ;163;83.0;24;92.0
62;Dans QP+200m    ;132;86.0;23;93.0
62;Dans QP+200m    ;143;89.0;15;94.0
53;Dans QP+200-300m;112;72.0;10;85.0
53;Dans QP+200-300m;109;72.0;10;89.0
100;Dans QP+200-300m;156;87.0;42;92.0
100;Dans QP+200-300m;168;82.0;32;93.0
54;Dans QP+200m    ;112;92.0;41;93.0
54;Dans QP+200m    ;105;91.0;15;87.0
96;Hors QP         ;182;85.0;31;87.0
96;Hors QP         ;156;83.0;36;99.0
54;Dans QP+200m    ;108;89.0;22;94.0
54;Dans QP+200m    ;116;90.0;22;95.0
69;Dans QP+200m    ;126;79.0;19;93.0
69;Dans QP+200m    ;117;78.0;15;92.0
65;Hors QP         ;141;88.0;23;93.0
65;Hors QP         ;185;89.0;35;93.0
88;Hors QP         ;116;94.0;27;95.0
88;Hors QP         ;160;77.0;18;94.0
60;Dans QP+200m    ;127;83.0;27;91.0
60;Dans QP+200m    ;139;81.0;25;90.0
37;Dans QP+200-300m;100;85.0;13;95.0
37;Dans QP+200-300m;86;77.0;6;85.0
58;Dans QP+200m    ;102;94.0;13;89.0
58;Dans QP+200m    ;102;86.0;10;90.0
48;Dans QP+200m    ;113;83.0;50;94.0
48;Dans QP+200m    ;96;85.0;33;96.0
52;Dans QP+200-300m;106;90.0;50;90.0
52;Dans QP+200-300m;111;93.0;49;89.0
49;Dans QP+200m    ;96;86.0;37;86.0
49;Dans QP+200m    ;90;81.0;21;86.0
66;Dans QP+200-300m;127;87.0;48;82.0
66;Dans QP+200-300m;127;90.0;48;86.0
38;Dans QP+200m    ;84;69.0;13;86.0
38;Dans QP+200m    ;84;85.0;15;91.0
45;Dans QP         ;85;76.0;22;94.0
45;Dans QP         ;90;87.0;25;85.0
46;Dans QP+200-300m;89;78.0;17;92.0
46;Dans QP+200-300m;89;81.0;25;91.0
68;Dans QP+200m    ;138;87.0;51;91.0
68;Dans QP+200m    ;139;84.0;43;91.0
43;Dans QP         ;80;90.0;22;87.0
43;Dans QP         ;80;78.0;13;88.0
49;Dans QP+200m    ;107;83.0;26;88.0
49;Dans QP+200m    ;97;76.0;13;88.0
43;Dans QP+200-300m;80;74.0;20;86.0
43;Dans QP+200-300m;93;82.0;26;93.0
66;Dans QP+200m    ;128;79.0;10;92.0
66;Dans QP+200m    ;130;82.0;20;91.0
77;Dans QP+200m    ;168;95.0;29;87.0
77;Dans QP+200m    ;131;87.0;13;90.0
77;Dans QP+200m    ;127;70.0;17;81.0
77;Dans QP+200m    ;123;89.0;23;92.0
58;Dans QP         ;115;80.0;23;87.0
58;Dans QP         ;111;83.0;23;84.0
72;Dans QP+200m    ;122;84.0;13;91.0
72;Dans QP+200m    ;114;81.0;9;87.0
89;Dans QP+200-300m;166;87.0;28;96.0
89;Dans QP+200-300m;150;92.0;27;90.0
93;Dans QP+200m    ;147;85.0;16;90.0
93;Dans QP+200m    ;156;81.0;13;92.0
53;Dans QP+200-300m;92;95.0;21;92.0
53;Dans QP+200-300m;88;91.0;12;93.0
53;Hors QP         ;99;88.0;17;92.0
53;Hors QP         ;114;95.0;19;89.0
102;Dans QP+200m    ;203;96.0;97;93.0
102;Dans QP+200m    ;169;95.0;86;93.0
93;Dans QP+200m    ;171;82.0;30;89.0
93;Dans QP+200m    ;183;83.0;38;90.0
49;Dans QP         ;98;84.0;7;87.0
49;Dans QP         ;95;93.0;11;93.0
78;Dans QP+200-300m;147;79.0;25;93.0
78;Dans QP+200-300m;128;85.0;31;97.0
56;Dans QP         ;112;88.0;15;85.0
56;Dans QP         ;109;82.0;18;85.0
71;Dans QP+200m    ;118;75.0;9;87.0
71;Dans QP+200m    ;120;74.0;15;88.0
85;Dans QP         ;124;83.0;18;90.0
85;Dans QP         ;152;78.0;15;88.0
95;Dans QP+200m    ;131;85.0;8;92.0
95;Dans QP+200m    ;123;91.0;23;89.0
49;Dans QP         ;72;75.0;7;83.0
49;Dans QP         ;115;82.0;18;92.0
62;Dans QP         ;117;91.0;24;92.0
62;Dans QP         ;129;88.0;18;89.0
84;Dans QP+200m    ;140;85.0;21;91.0
84;Dans QP+200m    ;149;91.0;22;94.0
65;Dans QP         ;150;84.0;30;96.0
65;Dans QP         ;142;80.0;24;92.0
82;Dans QP         ;143;70.0;8;90.0
82;Dans QP         ;134;83.0;14;90.0
104;Dans QP         ;195;84.0;21;94.0
104;Dans QP         ;186;77.0;13;95.0
44;Dans QP+200m    ;76;63.0;7;96.0
44;Dans QP+200m    ;76;74.0;13;96.0
71;Hors QP         ;144;65.0;23;88.0
71;Hors QP         ;118;75.0;18;91.0
90;Dans QP+200m    ;170;69.0;22;95.0
90;Dans QP+200m    ;146;64.0;14;93.0
81;Dans QP+200-300m;140;88.0;17;95.0
81;Dans QP+200-300m;132;90.0;19;94.0
112;Hors QP         ;209;70.0;10;92.0
112;Hors QP         ;210;63.0;9;94.0
81;Hors QP         ;167;87.0;38;92.0
81;Hors QP         ;169;88.0;36;94.0
86;Dans QP+200m    ;140;81.0;25;86.0
86;Dans QP+200m    ;137;73.0;28;90.0
66;Hors QP         ;109;69.0;7;92.0
66;Hors QP         ;97;69.0;7;92.0
65;Dans QP         ;88;83.0;23;95.0
65;Dans QP         ;88;75.0;14;94.0
58;Hors QP         ;81;80.0;20;99.0
58;Hors QP         ;84;92.0;14;94.0
85;Dans QP+200m    ;133;77.0;24;88.0
85;Dans QP+200m    ;144;73.0;18;88.0
97;Hors QP         ;151;82.0;33;89.0
97;Hors QP         ;154;83.0;43;90.0
40;Hors QP         ;65;89.0;12;91.0
40;Hors QP         ;65;88.0;11;86.0
26;Hors QP         ;48;92.0;4;92.0
26;Hors QP         ;45;96.0;8;98.0
44;Hors QP         ;41;100.0;14;85.0
44;Hors QP         ;59;95.0;7;90.0
60;Hors QP         ;88;88.0;11;93.0
60;Hors QP         ;99;93.0;11;84.0
24;Dans QP         ;44;95.0;7;95.0
24;Dans QP         ;62;84.0;12;90.0
202;Hors QP         ;355;77.0;23;95.0
202;Hors QP         ;272;83.0;13;94.0
134;Hors QP         ;248;72.0;10;93.0
134;Hors QP         ;299;39.0;8;95.0
199;Hors QP         ;366;75.0;25;88.0
199;Hors QP         ;379;71.0;34;92.0
173;Hors QP         ;335;59.0;16;96.0
173;Hors QP         ;390;57.0;16;94.0
152;Hors QP         ;171;95.0;11;95.0
152;Hors QP         ;200;84.0;19;93.0
44;Dans QP         ;82;91.0;16;89.0
44;Dans QP         ;73;95.0;13;91.0
32;Hors QP         ;47;85.0;7;92.0
32;Hors QP         ;51;92.0;11;100.0
11;Hors QP         ;31;90.0;18;90.0
71;Dans QP+200m    ;116;88.0;37;93.0
71;Dans QP+200m    ;108;89.0;27;87.0
50;Dans QP         ;109;76.0;15;95.0
50;Dans QP         ;117;78.0;15;89.0
46;Dans QP+200m    ;73;84.0;19;94.0
46;Dans QP+200m    ;69;91.0;15;89.0
62;Dans QP+200m    ;88;82.0;9;80.0
62;Dans QP+200m    ;106;73.0;10;78.0
66;Hors QP         ;127;74.0;19;83.0
66;Hors QP         ;113;88.0;23;84.0
54;Hors QP         ;119;81.0;17;81.0
54;Hors QP         ;95;84.0;20;82.0
77;Hors QP         ;124;78.0;28;95.0
77;Hors QP         ;109;71.0;26;86.0
38;Dans QP+200m    ;58;76.0;13;89.0
38;Dans QP+200m    ;64;70.0;10;84.0
56;Hors QP         ;90;87.0;22;88.0
56;Hors QP         ;94;81.0;21;89.0
62;Dans QP         ;122;70.0;23;80.0
62;Dans QP         ;122;61.0;19;83.0
108;Hors QP         ;176;73.0;27;94.0
108;Hors QP         ;166;82.0;31;89.0
65;Dans QP         ;117;94.0;34;92.0
65;Dans QP         ;126;94.0;35;90.0
64;Hors QP         ;99;91.0;33;86.0
64;Hors QP         ;138;84.0;45;86.0
42;Hors QP         ;58;91.0;13;84.0
42;Hors QP         ;55;85.0;15;90.0
31;Hors QP         ;44;89.0;11;93.0
65;Dans QP+200m    ;95;66.0;8;90.0
65;Dans QP+200m    ;116;77.0;10;87.0
60;Dans QP+200m    ;98;82.0;26;86.0
60;Dans QP+200m    ;88;82.0;23;84.0
76;Dans QP         ;160;87.0;47;92.0
76;Dans QP         ;188;88.0;52;94.0
73;Dans QP         ;112;84.0;33;90.0
73;Dans QP         ;106;84.0;19;89.0
45;Dans QP+200-300m;95;84.0;22;93.0
45;Dans QP+200-300m;105;87.0;42;87.0
47;Dans QP         ;96;84.0;17;82.0
47;Dans QP         ;80;76.0;16;89.0
37;Dans QP+200m    ;81;83.0;15;91.0
37;Dans QP+200m    ;75;68.0;12;90.0
72;Dans QP         ;117;79.0;26;82.0
72;Dans QP         ;103;87.0;28;84.0
89;Dans QP+200m    ;150;88.0;30;94.0
89;Dans QP+200m    ;126;84.0;22;88.0
84;Dans QP+200m    ;148;70.0;20;95.0
84;Dans QP+200m    ;169;83.0;23;93.0
67;Dans QP+200m    ;119;75.0;23;86.0
67;Dans QP+200m    ;86;88.0;19;82.0
50;Dans QP+200m    ;116;83.0;20;83.0
50;Dans QP+200m    ;87;87.0;12;89.0
87;Dans QP         ;153;89.0;57;89.0
87;Dans QP         ;151;83.0;34;82.0
19;Hors QP         ;38;95.0;15;86.0
19;Hors QP         ;48;98.0;22;86.0
72;Dans QP+200m    ;139;84.0;41;88.0
72;Dans QP+200m    ;134;84.0;35;90.0
38;Dans QP+200m    ;77;74.0;11;88.0
38;Dans QP+200m    ;60;70.0;11;80.0
60;Dans QP+200-300m;81;88.0;19;84.0
60;Dans QP+200-300m;117;84.0;29;93.0
44;Dans QP         ;90;91.0;23;86.0
44;Dans QP         ;86;94.0;26;93.0
68;Dans QP         ;90;93.0;18;81.0
68;Dans QP         ;97;91.0;35;81.0
48;Dans QP+200-300m;73;78.0;15;86.0
48;Dans QP+200-300m;82;87.0;17;86.0
74;Dans QP+200m    ;90;82.0;18;94.0
74;Dans QP+200m    ;108;80.0;13;91.0
43;Hors QP         ;91;84.0;20;96.0
43;Hors QP         ;82;87.0;8;95.0
66;Dans QP+200m    ;107;70.0;19;78.0
66;Dans QP+200m    ;98;68.0;11;81.0
39;Dans QP         ;65;71.0;10;89.0
39;Dans QP         ;49;61.0;3;83.0
50;Dans QP+200-300m;84;69.0;18;81.0
50;Dans QP+200-300m;105;76.0;19;78.0
40;Dans QP         ;44;91.0;10;77.0
40;Dans QP         ;42;86.0;9;80.0
60;Dans QP+200m    ;72;86.0;14;89.0
60;Dans QP+200m    ;51;76.0;5;84.0
50;Dans QP+200m    ;94;94.0;17;87.0
50;Dans QP+200m    ;93;92.0;18;85.0
61;Dans QP+200-300m;107;86.0;27;91.0
61;Dans QP+200-300m;92;80.0;17;90.0
74;Hors QP         ;116;78.0;7;89.0
74;Hors QP         ;94;84.0;19;90.0
30;Hors QP         ;63;79.0;14;87.0
30;Hors QP         ;67;88.0;15;87.0
48;Dans QP         ;76;80.0;10;89.0
48;Dans QP         ;74;82.0;7;86.0
67;Dans QP+200m    ;125;91.0;25;88.0
67;Dans QP+200m    ;125;91.0;28;93.0
55;Dans QP         ;87;78.0;12;94.0
55;Dans QP         ;86;84.0;8;92.0
51;Dans QP         ;101;79.0;12;80.0
51;Dans QP         ;92;65.0;5;87.0
70;Dans QP+200-300m;135;80.0;22;88.0
70;Dans QP+200-300m;134;72.0;14;92.0
25;Dans QP+200m    ;69;74.0;15;78.0
25;Dans QP+200m    ;53;79.0;8;74.0
72;Dans QP         ;134;82.0;15;87.0
72;Dans QP         ;132;89.0;21;88.0
68;Dans QP         ;107;81.0;14;89.0
68;Dans QP         ;91;74.0;19;88.0
45;Hors QP         ;68;68.0;5;93.0
45;Hors QP         ;56;79.0;5;92.0
67;Hors QP         ;107;82.0;18;81.0
67;Hors QP         ;99;71.0;12;89.0
58;Dans QP+200-300m;109;83.0;21;82.0
58;Dans QP+200-300m;93;69.0;10;86.0
59;Dans QP+200-300m;78;99.0;17;92.0
59;Dans QP+200-300m;82;98.0;24;96.0
66;Dans QP         ;126;91.0;21;96.0
66;Dans QP         ;171;92.0;36;92.0
47;Dans QP         ;70;93.0;11;92.0
47;Dans QP         ;101;88.0;22;95.0
98;Dans QP+200-300m;165;82.0;22;90.0
98;Dans QP+200-300m;207;86.0;32;89.0
40;Dans QP+200-300m;75;84.0;11;93.0
40;Dans QP+200-300m;78;78.0;12;88.0
67;Dans QP         ;89;90.0;25;93.0
67;Dans QP         ;95;85.0;25;91.0
59;Dans QP         ;111;83.0;35;80.0
59;Dans QP         ;109;79.0;32;87.0
80;Hors QP         ;157;80.0;41;91.0
80;Hors QP         ;161;83.0;47;93.0
65;Dans QP+200-300m;115;92.0;33;87.0
65;Dans QP+200-300m;105;90.0;31;91.0
56;Hors QP         ;118;79.0;13;95.0
56;Hors QP         ;104;77.0;12;92.0
43;Dans QP         ;72;76.0;7;88.0
43;Dans QP         ;82;73.0;7;77.0
33;Dans QP         ;75;89.0;11;83.0
33;Dans QP         ;71;83.0;11;89.0
97;Hors QP         ;135;92.0;17;95.0
97;Hors QP         ;138;88.0;16;95.0
74;Dans QP+200-300m;137;72.0;14;91.0
74;Dans QP+200-300m;144;71.0;14;87.0
76;Hors QP         ;141;82.0;22;91.0
76;Hors QP         ;145;86.0;50;91.0
33;Hors QP         ;62;79.0;24;96.0
33;Hors QP         ;51;90.0;20;96.0
35;Dans QP+200m    ;53;81.0;3;79.0
35;Dans QP+200m    ;35;86.0;1;84.0
93;Dans QP+200-300m;167;84.0;47;93.0
93;Dans QP+200-300m;157;87.0;40;92.0
83;Dans QP+200m    ;122;86.0;36;84.0
83;Dans QP+200m    ;141;87.0;39;87.0
64;Dans QP+200-300m;102;76.0;12;90.0
64;Dans QP+200-300m;129;71.0;9;92.0
